   0.0000000000	  24.0000000000
   0.0000500000	  23.9881574488
   0.0001000000	  23.9526414823
   0.0001500000	  23.8934871505
   0.0002000000	  23.8107528315
   0.0002500000	  23.7045201743
   0.0003000000	  23.5748940175
   0.0003500000	  23.4220022865
   0.0004000000	  23.2459958671
   0.0004500000	  23.0470484562
   0.0005000000	  22.8253563911
   0.0005500000	  22.5811384549
   0.0006000000	  22.3146356613
   0.0006500000	  22.0261110164
   0.0007000000	  21.7158492592
   0.0007500000	  21.3841565805
   0.0008000000	  21.0313603211
   0.0008500000	  20.6578086481
   0.0009000000	  20.2638702120
   0.0009500000	  19.8499337826
   0.0010000000	  19.4164078650
   0.0010500000	  18.9637202970
   0.0011000000	  18.4923178266
   0.0011500000	  18.0026656711
   0.0012000000	  17.4952470581
   0.0012500000	  16.9705627485
   0.0013000000	  16.4291305423
   0.0013500000	  15.8714847678
   0.0014000000	  15.2981757540
   0.0014500000	  14.7097692877
   0.0015000000	  14.1068460550
   0.0015500000	  13.4900010685
   0.0016000000	  12.8598430795
   0.0016500000	  12.2169939780
   0.0017000000	  11.5620881784
   0.0017500000	  10.8957719937
   0.0018000000	  10.2187029976
   0.0018500000	   9.5315493752
   0.0019000000	   8.8349892644
   0.0019500000	   8.1297100859
   0.0020000000	   7.4164078650
   0.0020500000	   6.6957865449
   0.0021000000	   5.9685572920
   0.0021500000	   5.2354377935
   0.0022000000	   4.4971515501
   0.0022500000	   3.7544271610
   0.0023000000	   3.0079976055
   0.0023500000	   2.2585995196
   0.0024000000	   1.5069724687
   0.0024500000	   0.7538582179
   0.0025000000	   0.0000000000
   0.0025500000	  -0.7538582179
   0.0026000000	  -1.5069724687
   0.0026500000	  -2.2585995196
   0.0027000000	  -3.0079976055
   0.0027500000	  -3.7544271610
   0.0028000000	  -4.4971515501
   0.0028500000	  -5.2354377935
   0.0029000000	  -5.9685572920
   0.0029500000	  -6.6957865449
   0.0030000000	  -7.4164078650
   0.0030500000	  -8.1297100859
   0.0031000000	  -8.8349892644
   0.0031500000	  -9.5315493752
   0.0032000000	 -10.2187029976
   0.0032500000	 -10.8957719937
   0.0033000000	 -11.5620881784
   0.0033500000	 -12.2169939780
   0.0034000000	 -12.8598430795
   0.0034500000	 -13.4900010685
   0.0035000000	 -14.1068460550
   0.0035500000	 -14.7097692877
   0.0036000000	 -15.2981757540
   0.0036500000	 -15.8714847678
   0.0037000000	 -16.4291305423
   0.0037500000	 -16.9705627485
   0.0038000000	 -17.4952470581
   0.0038500000	 -18.0026656711
   0.0039000000	 -18.4923178266
   0.0039500000	 -18.9637202970
   0.0040000000	 -19.4164078650
   0.0040500000	 -19.8499337826
   0.0041000000	 -20.2638702120
   0.0041500000	 -20.6578086481
   0.0042000000	 -21.0313603211
   0.0042500000	 -21.3841565805
   0.0043000000	 -21.7158492592
   0.0043500000	 -22.0261110164
   0.0044000000	 -22.3146356613
   0.0044500000	 -22.5811384549
   0.0045000000	 -22.8253563911
   0.0045500000	 -23.0470484562
   0.0046000000	 -23.2459958671
   0.0046500000	 -23.4220022865
   0.0047000000	 -23.5748940175
   0.0047500000	 -23.7045201743
   0.0048000000	 -23.8107528315
   0.0048500000	 -23.8934871505
   0.0049000000	 -23.9526414823
   0.0049500000	 -23.9881574488
   0.0050000000	 -24.0000000000
   0.0050500000	 -23.9881574488
   0.0051000000	 -23.9526414823
   0.0051500000	 -23.8934871505
   0.0052000000	 -23.8107528315
   0.0052500000	 -23.7045201743
   0.0053000000	 -23.5748940175
   0.0053500000	 -23.4220022865
   0.0054000000	 -23.2459958671
   0.0054500000	 -23.0470484562
   0.0055000000	 -22.8253563911
   0.0055500000	 -22.5811384549
   0.0056000000	 -22.3146356613
   0.0056500000	 -22.0261110164
   0.0057000000	 -21.7158492592
   0.0057500000	 -21.3841565805
   0.0058000000	 -21.0313603211
   0.0058500000	 -20.6578086481
   0.0059000000	 -20.2638702120
   0.0059500000	 -19.8499337826
   0.0060000000	 -19.4164078650
   0.0060500000	 -18.9637202970
   0.0061000000	 -18.4923178266
   0.0061500000	 -18.0026656711
   0.0062000000	 -17.4952470581
   0.0062500000	 -16.9705627485
   0.0063000000	 -16.4291305423
   0.0063500000	 -15.8714847678
   0.0064000000	 -15.2981757540
   0.0064500000	 -14.7097692877
   0.0065000000	 -14.1068460550
   0.0065500000	 -13.4900010685
   0.0066000000	 -12.8598430795
   0.0066500000	 -12.2169939780
   0.0067000000	 -11.5620881784
   0.0067500000	 -10.8957719937
   0.0068000000	 -10.2187029976
   0.0068500000	  -9.5315493752
   0.0069000000	  -8.8349892644
   0.0069500000	  -8.1297100859
   0.0070000000	  -7.4164078650
   0.0070500000	  -6.6957865449
   0.0071000000	  -5.9685572920
   0.0071500000	  -5.2354377935
   0.0072000000	  -4.4971515501
   0.0072500000	  -3.7544271610
   0.0073000000	  -3.0079976055
   0.0073500000	  -2.2585995196
   0.0074000000	  -1.5069724687
   0.0074500000	  -0.7538582179
   0.0075000000	  -0.0000000000
   0.0075500000	   0.7538582179
   0.0076000000	   1.5069724687
   0.0076500000	   2.2585995196
   0.0077000000	   3.0079976055
   0.0077500000	   3.7544271610
   0.0078000000	   4.4971515501
   0.0078500000	   5.2354377935
   0.0079000000	   5.9685572920
   0.0079500000	   6.6957865449
   0.0080000000	   7.4164078650
   0.0080500000	   8.1297100859
   0.0081000000	   8.8349892644
   0.0081500000	   9.5315493752
   0.0082000000	  10.2187029976
   0.0082500000	  10.8957719937
   0.0083000000	  11.5620881784
   0.0083500000	  12.2169939780
   0.0084000000	  12.8598430795
   0.0084500000	  13.4900010685
   0.0085000000	  14.1068460550
   0.0085500000	  14.7097692877
   0.0086000000	  15.2981757540
   0.0086500000	  15.8714847678
   0.0087000000	  16.4291305423
   0.0087500000	  16.9705627485
   0.0088000000	  17.4952470581
   0.0088500000	  18.0026656711
   0.0089000000	  18.4923178266
   0.0089500000	  18.9637202970
   0.0090000000	  19.4164078650
   0.0090500000	  19.8499337826
   0.0091000000	  20.2638702120
   0.0091500000	  20.6578086481
   0.0092000000	  21.0313603211
   0.0092500000	  21.3841565805
   0.0093000000	  21.7158492592
   0.0093500000	  22.0261110164
   0.0094000000	  22.3146356613
   0.0094500000	  22.5811384549
   0.0095000000	  22.8253563911
   0.0095500000	  23.0470484562
   0.0096000000	  23.2459958671
   0.0096500000	  23.4220022865
   0.0097000000	  23.5748940175
   0.0097500000	  23.7045201743
   0.0098000000	  23.8107528315
   0.0098500000	  23.8934871505
   0.0099000000	  23.9526414823
   0.0099500000	  23.9881574488
   0.0100000000	  24.0000000000
   0.0100500000	  23.9881574488
   0.0101000000	  23.9526414823
   0.0101500000	  23.8934871505
   0.0102000000	  23.8107528315
   0.0102500000	  23.7045201743
   0.0103000000	  23.5748940175
   0.0103500000	  23.4220022865
   0.0104000000	  23.2459958671
   0.0104500000	  23.0470484562
   0.0105000000	  22.8253563911
   0.0105500000	  22.5811384549
   0.0106000000	  22.3146356613
   0.0106500000	  22.0261110164
   0.0107000000	  21.7158492592
   0.0107500000	  21.3841565805
   0.0108000000	  21.0313603211
   0.0108500000	  20.6578086481
   0.0109000000	  20.2638702120
   0.0109500000	  19.8499337826
   0.0110000000	  19.4164078650
   0.0110500000	  18.9637202970
   0.0111000000	  18.4923178266
   0.0111500000	  18.0026656711
   0.0112000000	  17.4952470581
   0.0112500000	  16.9705627485
   0.0113000000	  16.4291305423
   0.0113500000	  15.8714847678
   0.0114000000	  15.2981757540
   0.0114500000	  14.7097692877
   0.0115000000	  14.1068460550
   0.0115500000	  13.4900010685
   0.0116000000	  12.8598430795
   0.0116500000	  12.2169939780
   0.0117000000	  11.5620881784
   0.0117500000	  10.8957719937
   0.0118000000	  10.2187029976
   0.0118500000	   9.5315493752
   0.0119000000	   8.8349892644
   0.0119500000	   8.1297100859
   0.0120000000	   7.4164078650
   0.0120500000	   6.6957865449
   0.0121000000	   5.9685572920
   0.0121500000	   5.2354377935
   0.0122000000	   4.4971515501
   0.0122500000	   3.7544271610
   0.0123000000	   3.0079976055
   0.0123500000	   2.2585995196
   0.0124000000	   1.5069724687
   0.0124500000	   0.7538582179
   0.0125000000	   0.0000000000
   0.0125500000	  -0.7538582179
   0.0126000000	  -1.5069724687
   0.0126500000	  -2.2585995196
   0.0127000000	  -3.0079976055
   0.0127500000	  -3.7544271610
   0.0128000000	  -4.4971515501
   0.0128500000	  -5.2354377935
   0.0129000000	  -5.9685572920
   0.0129500000	  -6.6957865449
   0.0130000000	  -7.4164078650
   0.0130500000	  -8.1297100859
   0.0131000000	  -8.8349892644
   0.0131500000	  -9.5315493752
   0.0132000000	 -10.2187029976
   0.0132500000	 -10.8957719937
   0.0133000000	 -11.5620881784
   0.0133500000	 -12.2169939780
   0.0134000000	 -12.8598430795
   0.0134500000	 -13.4900010685
   0.0135000000	 -14.1068460550
   0.0135500000	 -14.7097692877
   0.0136000000	 -15.2981757540
   0.0136500000	 -15.8714847678
   0.0137000000	 -16.4291305423
   0.0137500000	 -16.9705627485
   0.0138000000	 -17.4952470581
   0.0138500000	 -18.0026656711
   0.0139000000	 -18.4923178266
   0.0139500000	 -18.9637202970
   0.0140000000	 -19.4164078650
   0.0140500000	 -19.8499337826
   0.0141000000	 -20.2638702120
   0.0141500000	 -20.6578086481
   0.0142000000	 -21.0313603211
   0.0142500000	 -21.3841565805
   0.0143000000	 -21.7158492592
   0.0143500000	 -22.0261110164
   0.0144000000	 -22.3146356613
   0.0144500000	 -22.5811384549
   0.0145000000	 -22.8253563911
   0.0145500000	 -23.0470484562
   0.0146000000	 -23.2459958671
   0.0146500000	 -23.4220022865
   0.0147000000	 -23.5748940175
   0.0147500000	 -23.7045201743
   0.0148000000	 -23.8107528315
   0.0148500000	 -23.8934871505
   0.0149000000	 -23.9526414823
   0.0149500000	 -23.9881574488
   0.0150000000	 -24.0000000000
   0.0150500000	 -23.9881574488
   0.0151000000	 -23.9526414823
   0.0151500000	 -23.8934871505
   0.0152000000	 -23.8107528315
   0.0152500000	 -23.7045201743
   0.0153000000	 -23.5748940175
   0.0153500000	 -23.4220022865
   0.0154000000	 -23.2459958671
   0.0154500000	 -23.0470484562
   0.0155000000	 -22.8253563911
   0.0155500000	 -22.5811384549
   0.0156000000	 -22.3146356613
   0.0156500000	 -22.0261110164
   0.0157000000	 -21.7158492592
   0.0157500000	 -21.3841565805
   0.0158000000	 -21.0313603211
   0.0158500000	 -20.6578086481
   0.0159000000	 -20.2638702120
   0.0159500000	 -19.8499337826
   0.0160000000	 -19.4164078650
   0.0160500000	 -18.9637202970
   0.0161000000	 -18.4923178266
   0.0161500000	 -18.0026656711
   0.0162000000	 -17.4952470581
   0.0162500000	 -16.9705627485
   0.0163000000	 -16.4291305423
   0.0163500000	 -15.8714847678
   0.0164000000	 -15.2981757540
   0.0164500000	 -14.7097692877
   0.0165000000	 -14.1068460550
   0.0165500000	 -13.4900010685
   0.0166000000	 -12.8598430795
   0.0166500000	 -12.2169939780
   0.0167000000	 -11.5620881784
   0.0167500000	 -10.8957719937
   0.0168000000	 -10.2187029976
   0.0168500000	  -9.5315493752
   0.0169000000	  -8.8349892644
   0.0169500000	  -8.1297100859
   0.0170000000	  -7.4164078650
   0.0170500000	  -6.6957865449
   0.0171000000	  -5.9685572920
   0.0171500000	  -5.2354377935
   0.0172000000	  -4.4971515501
   0.0172500000	  -3.7544271610
   0.0173000000	  -3.0079976055
   0.0173500000	  -2.2585995196
   0.0174000000	  -1.5069724687
   0.0174500000	  -0.7538582179
   0.0175000000	  -0.0000000000
   0.0175500000	   0.7538582179
   0.0176000000	   1.5069724687
   0.0176500000	   2.2585995196
   0.0177000000	   3.0079976055
   0.0177500000	   3.7544271610
   0.0178000000	   4.4971515501
   0.0178500000	   5.2354377935
   0.0179000000	   5.9685572920
   0.0179500000	   6.6957865449
   0.0180000000	   7.4164078650
   0.0180500000	   8.1297100859
   0.0181000000	   8.8349892644
   0.0181500000	   9.5315493752
   0.0182000000	  10.2187029976
   0.0182500000	  10.8957719937
   0.0183000000	  11.5620881784
   0.0183500000	  12.2169939780
   0.0184000000	  12.8598430795
   0.0184500000	  13.4900010685
   0.0185000000	  14.1068460550
   0.0185500000	  14.7097692877
   0.0186000000	  15.2981757540
   0.0186500000	  15.8714847678
   0.0187000000	  16.4291305423
   0.0187500000	  16.9705627485
   0.0188000000	  17.4952470581
   0.0188500000	  18.0026656711
   0.0189000000	  18.4923178266
   0.0189500000	  18.9637202970
   0.0190000000	  19.4164078650
   0.0190500000	  19.8499337826
   0.0191000000	  20.2638702120
   0.0191500000	  20.6578086481
   0.0192000000	  21.0313603211
   0.0192500000	  21.3841565805
   0.0193000000	  21.7158492592
   0.0193500000	  22.0261110164
   0.0194000000	  22.3146356613
   0.0194500000	  22.5811384549
   0.0195000000	  22.8253563911
   0.0195500000	  23.0470484562
   0.0196000000	  23.2459958671
   0.0196500000	  23.4220022865
   0.0197000000	  23.5748940175
   0.0197500000	  23.7045201743
   0.0198000000	  23.8107528315
   0.0198500000	  23.8934871505
   0.0199000000	  23.9526414823
   0.0199500000	  23.9881574488
